County/City,Ward,Pct,"Edward Walter Gillespie","Corey Alan Stewart","Frank W. Wagner","All Others","Total Votes Cast"
"Henrico County",-,"416 - Spottswood (CD 7)",78,28,6,0,112
"Henrico County",-,"417 - Tuckahoe (CD 7)",340,84,59,0,483
"Henrico County",-,"418 - Welborne (CD 7)",100,32,24,0,156
"Henrico County",-,"419 - West End (CD 7)",202,94,44,0,340
"Henrico County",-,"501 - Antioch (CD 4)",88,133,21,1,243
"Henrico County",-,"502 - Cedar Fork (CD 4)",5,17,3,0,25
"Henrico County",-,"503 - Chickahominy (CD 4)",90,110,25,0,225
"Henrico County",-,"504 - Donahoe (CD 4)",28,41,3,0,72
"Henrico County",-,"505 - Dorey (CD 4)",72,108,18,0,198
"Henrico County",-,"506 - Eanes (CD 4)",21,28,7,0,56
"Henrico County",-,"507 - Elko (CD 4)",25,60,17,0,102
"Henrico County",-,"508 - Highland Springs (CD 4)",14,26,3,0,43
"Henrico County",-,"509 - Laburnum (CD 4)",37,37,5,0,79
"Henrico County",-,"510 - Mehfoud (CD 4)",18,44,14,0,76
"Henrico County",-,"511 - Montrose (CD 4)",26,24,9,0,59
"Henrico County",-,"512 - Nine Mile (CD 4)",27,38,2,0,67
"Henrico County",-,"513 - Pleasants (CD 4)",11,34,4,0,49
"Henrico County",-,"514 - Rolfe (CD 4)",21,23,5,0,49
"Henrico County",-,"515 - Sandston (CD 4)",57,140,16,0,213
"Henrico County",-,"516 - Sullivans (CD 4)",43,56,14,0,113
"Henrico County",-,"517 - Town Hall (CD 4)",33,47,9,0,89
"Henrico County",-,"518 - Whitlocks (CD 4)",48,96,31,0,175
"Henrico County",-,"AB - Central Absentee Precinct (CD 4)",44,7,2,0,53
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)",370,74,52,0,496
"Henrico County",-,"Provisional (CD 4)",0,1,0,0,1
"Henrico County",-,"Provisional (CD 7)",2,2,2,0,6
"Henry County",-,"101 - Bassett Number Two (CD 9)",17,11,0,0,28
"Henry County",-,"102 - Gunville (CD 9)",20,47,2,0,69
"Henry County",-,"103 - Scott's Tanyard (CD 9)",41,74,16,0,131
"Henry County",-,"201 - Fieldale (CD 9)",13,17,5,0,35
"Henry County",-,"202 - Horsepasture #1 (CD 9)",21,32,5,0,58
"Henry County",-,"203 - Horsepasture #2 (CD 9)",3,18,7,0,28
"Henry County",-,"204 - Spencer (CD 9)",21,40,13,0,74
"Henry County",-,"302 - Axton (CD 5)",17,28,2,0,47
"Henry County",-,"303 - Irisburg (CD 5)",26,38,10,0,74
"Henry County",-,"304 - Mount Olivet (CD 5)",44,42,11,0,97
"Henry County",-,"304 - Mount Olivet (CD 9)",0,0,0,0,0
"Henry County",-,"305 - Mountain Valley (CD 5)",16,30,4,0,50
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",26,37,8,0,71
"Henry County",-,"402 - Daniels Creek (CD 9)",22,28,8,0,58
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",58,59,9,1,127
"Henry County",-,"405 - Mountain View (CD 5)",18,29,6,0,53
"Henry County",-,"501 - Bassett Number One (CD 9)",20,21,4,0,45
"Henry County",-,"502 - Figsboro (CD 9)",28,41,12,0,81
"Henry County",-,"503 - Stanleytown (CD 9)",45,76,19,0,140
"Henry County",-,"504 - Oak Level (CD 9)",15,22,7,0,44
"Henry County",-,"505 - Dyers Store (CD 5)",0,4,1,0,5
"Henry County",-,"505 - Dyers Store (CD 9)",16,25,9,0,50
"Henry County",-,"601 - Fontaine (CD 9)",42,39,20,0,101
"Henry County",-,"602 - Hillcrest (CD 9)",13,11,6,0,30
"Henry County",-,"603 - Ridgeway #1 (CD 5)",40,61,7,0,108
"Henry County",-,"604 - Ridgeway #2 (CD 9)",44,37,12,0,93
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",10,7,2,0,19
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",27,17,5,0,49
"Henry County",-,"Provisional (CD 5)",0,0,0,0,0
"Henry County",-,"Provisional (CD 9)",0,1,0,0,1
"Highland County",-,"1 - Monterey",13,48,5,0,66
"Highland County",-,"3 - Wilsons Mill",1,10,2,0,13
"Highland County",-,"5 - Blue Grass",17,23,1,0,41
"Highland County",-,"7 - Mill Gap",8,13,3,0,24
"Highland County",-,"8 - Mcdowell",24,17,1,0,42
"Highland County",-,"10 - Headwaters",4,12,2,0,18
"Highland County",-,Provisional,0,0,0,0,0
"Hopewell City",-,"101 - Ward One",37,57,6,0,100
"Hopewell City",-,"201 - Ward Two",8,4,2,0,14
"Hopewell City",-,"301 - Ward Three",82,115,17,0,214
"Hopewell City",-,"401 - Ward Four",72,69,11,0,152
"Hopewell City",-,"501 - Ward Five",37,74,8,0,119
"Hopewell City",-,"601 - Ward Six",10,10,1,0,21
"Hopewell City",-,"701 - Ward Seven",20,41,8,0,69
"Hopewell City",-,"Ab - Central Absentee Precinct",11,15,5,0,31
"Hopewell City",-,Provisional,0,0,0,0,0
"Isle of Wight County",-,"101 - Smithfield",210,138,123,0,471
"Isle of Wight County",-,"102 - Cypress Creek",145,141,99,0,385
"Isle of Wight County",-,"201 - Bartlett",176,158,102,0,436
"Isle of Wight County",-,"202 - Carrollton",173,131,95,0,399
"Isle of Wight County",-,"301 - Rushmere",76,75,48,0,199
"Isle of Wight County",-,"302 - Pons",54,72,37,0,163
"Isle of Wight County",-,"401 - Courthouse",49,47,36,0,132
"Isle of Wight County",-,"402 - Windsor",138,102,66,0,306
"Isle of Wight County",-,"403 - Longview",66,86,40,0,192
"Isle of Wight County",-,"501 - Walters",102,89,48,0,239
"Isle of Wight County",-,"502 - Camps Mill",17,24,10,0,51
"Isle of Wight County",-,"503 - Carrsville",41,26,17,0,84
"Isle of Wight County",-,"504 - Zuni",88,80,61,0,229
"Isle of Wight County",-,"505 - Raynor",30,28,16,0,74
"Isle of Wight County",-,"Ab - Central Absentee Precinct",42,16,17,0,75
"Isle of Wight County",-,Provisional,2,1,3,0,6
"James City County",-,"101 - Berkeley A",162,115,85,0,362
"James City County",-,"102 - Berkeley B",76,92,39,0,207
"James City County",-,"103 - Berkeley C",362,165,117,0,644
"James City County",-,"104- Berkeley D",35,42,21,0,98
"James City County",-,"201 - Jamestown A",45,31,13,0,89
"James City County",-,"202 - Jamestown B",105,75,43,0,223
"James City County",-,"203 - Jamestown C",188,69,59,0,316
"James City County",-,"204 - Jamestown D",299,160,81,0,540
"James City County",-,"301 - Powhatan A",242,157,70,0,469
"James City County",-,"302 - Powhatan B",38,24,10,0,72
"James City County",-,"303 - Powhatan C",68,55,30,0,153
"James City County",-,"304 - Powhatan D",113,109,24,0,246
"James City County",-,"401 - Stonehouse A",122,127,47,0,296
"James City County",-,"402 - Stonehouse B",299,220,74,0,593
"James City County",-,"403 - Stonehouse C",148,130,65,0,343
"James City County",-,"501 - Roberts A",26,28,15,0,69
"James City County",-,"502 - Roberts B",314,134,82,0,530
"James City County",-,"503 - Roberts C",15,8,3,0,26
"James City County",-,"504 - Roberts D",197,122,67,0,386
"James City County",-,"Ab - Central Absentee Precinct",169,49,47,0,265
"James City County",-,Provisional,1,1,3,0,5
"King and Queen County",-,"101 - Owenton",14,19,0,0,33
"King and Queen County",-,"201 - Clarks",41,53,7,0,101
"King and Queen County",-,"301 - Shacklefords",42,18,17,0,77
"King and Queen County",-,"401 - Courthouse",31,44,7,0,82
"King and Queen County",-,"501 - Oldmill",55,33,9,0,97
"King and Queen County",-,"Ab - Central Absentee Precinct",13,5,0,0,18
"King and Queen County",-,Provisional,0,0,0,0,0
"King George County",-,"101 - Courthouse",75,117,17,0,209
"King George County",-,"102 - Passapatanzy",31,76,14,0,121
"King George County",-,"201 - Monroe",138,206,31,0,375
"King George County",-,"301 - Dahlgren",91,123,30,0,244
"King George County",-,"401 - Shiloh",118,189,36,0,343
"King George County",-,"Ab - Central Absentee Precinct",37,15,6,0,58
"King George County",-,Provisional,0,0,0,0,0
"King William County",-,"101 - West Point",90,75,38,0,203
"King William County",-,"201 - Sweet Hall",34,53,4,0,91
"King William County",-,"202 - Courthouse",51,57,5,0,113
"King William County",-,"301 - Aylett",73,125,18,0,216
"King William County",-,"401 - Manquin",72,114,15,0,201
"King William County",-,"501 - Mangohick",78,117,13,0,208
"King William County",-,"Ab - Central Absentee Precinct",14,3,4,0,21
"King William County",-,Provisional,0,0,0,0,0
"Lancaster County",-,"101 - Precinct 1-1",96,90,36,1,223
"Lancaster County",-,"201 - Precinct 2-1",54,29,14,0,97
"Lancaster County",-,"301 - Precinct 3-1",71,47,18,0,136
"Lancaster County",-,"302 - Precinct 3-2",43,28,8,0,79
"Lancaster County",-,"401 - Precinct 4-1",56,32,11,0,99
"Lancaster County",-,"501 - Precinct 5-1",143,66,37,0,246
"Lancaster County",-,"Ab - Central Absentee Precinct",38,11,7,0,56
"Lancaster County",-,Provisional,0,0,0,0,0
"Lee County",-,"101 - Elydale",2,19,2,0,23
"Lee County",-,"102 - Ewing",17,16,1,0,34
"Lee County",-,"103 - Rose Hill",3,29,0,0,32
"Lee County",-,"201 - Blackwater",3,5,0,0,8
"Lee County",-,"202 - Flatwoods",10,23,1,0,34
"Lee County",-,"203 - Jonesville",25,38,0,0,63
"Lee County",-,"301 - Ben Hur",14,44,2,0,60
"Lee County",-,"302 - Woodway",8,18,0,0,26
"Lee County",-,"401 - Stickleyville",4,11,0,0,15
"Lee County",-,"402 - Jasper",1,14,0,0,15
"Lee County",-,"403 - Seminary",7,26,1,0,34
"Lee County",-,"404 - Dryden",8,13,1,0,22
"Lee County",-,"501 - Saint Charles",4,5,0,0,9
"Lee County",-,"502 - Pennington",17,33,2,0,52
"Lee County",-,"503 - Robbins Chapel",3,6,0,0,9
"Lee County",-,"504 - Keokee",7,7,4,0,18
"Lee County",-,"Ab - Central Absentee Precinct",10,2,0,0,12
"Lee County",-,Provisional,0,0,0,0,0
"Lexington City",-,"1 - Lexington",98,60,10,0,168
"Lexington City",-,"Ab - Central Absentee Precinct",21,5,0,0,26
"Lexington City",-,Provisional,0,0,0,0,0
"Loudoun County",-,"107 - Little River",64,50,18,0,132
"Loudoun County",-,"108 - Mercer",51,54,11,0,116
"Loudoun County",-,"112 - Freedom",36,27,13,0,76
"Loudoun County",-,"114 - Dulles South",28,46,8,0,82
"Loudoun County",-,"117 - Carter",9,8,6,0,23
"Loudoun County",-,"118 - Moorefield",30,40,7,0,77
"Loudoun County",-,"119 - Arcola",54,62,16,0,132
"Loudoun County",-,"120 - Lunsford",48,28,11,0,87
"Loudoun County",-,"121 - Town Hall",58,51,9,0,118
"Loudoun County",-,"122 - Hutchison Farm",54,43,19,0,116
"Loudoun County",-,"123 - Cardinal Ridge",38,33,15,0,86
"Loudoun County",-,"124 - Liberty",31,24,7,0,62
"Loudoun County",-,"125 - Rock Ridge",21,16,5,0,42
"Loudoun County",-,"207 - River Bend",46,67,11,0,124
"Loudoun County",-,"208 - Algonkian",47,60,21,0,128
"Loudoun County",-,"209 - Potomac Falls",75,69,31,0,175
"Loudoun County",-,"210 - Cascades",49,56,15,0,120
"Loudoun County",-,"213 - Countryside",33,20,3,0,56
"Loudoun County",-,"214 - Sugarland North",171,61,37,0,269
"Loudoun County",-,"215 - Sugarland South",94,83,30,0,207
"Loudoun County",-,"216 - Lowes Island",84,53,6,0,143
"Loudoun County",-,"217 - South Bank",64,59,19,0,142
"Loudoun County",-,"218 - University Center",23,40,13,0,76
"Loudoun County",-,"219 - Galilee Church",29,67,8,0,104
"Loudoun County",-,"301 - Purcellville",120,88,32,0,240
"Loudoun County",-,"302 - Round Hill",109,126,12,0,247
"Loudoun County",-,"303 - Hillsboro",88,116,21,0,225
"Loudoun County",-,"305 - Philomont",45,69,13,0,127
"Loudoun County",-,"307 - Middleburg",60,42,9,0,111
"Loudoun County",-,"308 - St Louis",49,44,12,0,105
"Loudoun County",-,"309 - Aldie",75,44,7,0,126
"Loudoun County",-,"310 - Mountain View",92,89,18,0,199
"Loudoun County",-,"311 - Round Hill Elementary",83,82,33,0,198
"Loudoun County",-,"312 - Briar Woods",21,34,4,0,59
"Loudoun County",-,"313 - Pinebrook",94,104,13,0,211
"Loudoun County",-,"314 - Legacy",48,40,12,0,100
"Loudoun County",-,"315 - Firehouse",42,43,6,0,91
"Loudoun County",-,"316 - Creighton's Corner",48,58,17,0,123
"Loudoun County",-,"318 - Madison's Trust",47,68,7,0,122
"Loudoun County",-,"401 - West Lovettsville",98,146,24,0,268
"Loudoun County",-,"402 - Waterford",103,113,15,0,231
"Loudoun County",-,"403 - Lucketts",69,93,15,0,177
"Loudoun County",-,"407 - Harper Park",35,44,10,0,89
"Loudoun County",-,"408 - Evergreen",45,38,10,0,93
"Loudoun County",-,"409 - Clarkes Gap",101,128,30,0,259
"Loudoun County",-,"411 - East Lovettsville",70,112,22,0,204
"Loudoun County",-,"413 - Tuscarora",2,3,0,0,5
"Loudoun County",-,"414 - Red Rock",33,25,8,0,66
"Loudoun County",-,"416 - Hamilton",138,134,37,0,309
"Loudoun County",-,"419 - J. L. Simpson",65,93,16,0,174
"Loudoun County",-,"420 - River Creek",111,71,26,0,208
"Loudoun County",-,"421 - Between The Hills",10,18,6,0,34
"Loudoun County",-,"501 - West Leesburg",82,83,21,0,186
"Loudoun County",-,"502 - East Leesburg",27,46,17,0,90
"Loudoun County",-,"503 - Dry Mill",59,41,10,0,110
"Loudoun County",-,"504 - Smarts Mill",82,70,23,0,175
"Loudoun County",-,"505 - Cool Spring",86,81,21,0,188
"Loudoun County",-,"506 - Brandon Park",30,35,7,0,72
"Loudoun County",-,"507 - Greenway",49,29,14,0,92
"Loudoun County",-,"508 - Balls Bluff",58,49,18,0,125
"Loudoun County",-,"509 - Tolbert",27,43,6,0,76
"Loudoun County",-,"510 - Heritage",70,43,18,0,131
"Loudoun County",-,"615 - Hillside",57,61,27,0,145
"Loudoun County",-,"616 - Eagle Ridge",51,38,11,0,100
"Loudoun County",-,"617 - Oak Grove",12,11,3,0,26
"Loudoun County",-,"619 - Ridgetop",10,16,2,0,28
"Loudoun County",-,"620 - Russell Branch",76,74,25,0,175
"Loudoun County",-,"621 - Dominion Trail",69,60,20,0,149
"Loudoun County",-,"622 - Farmwell Station",67,71,18,0,156
"Loudoun County",-,"623 - Weller",99,78,17,0,194
"Loudoun County",-,"625 - Mill Run",33,28,5,0,66
"Loudoun County",-,"626 - Ashby Ponds",147,43,29,0,219
"Loudoun County",-,"627 - Ashbrook",40,31,6,0,77
"Loudoun County",-,"628 - Moorefield Station",21,28,10,0,59
"Loudoun County",-,"629 - Discovery",9,19,4,0,32
"Loudoun County",-,"701 - Sully",44,74,11,0,129
"Loudoun County",-,"702 - Park View",49,64,7,0,120
"Loudoun County",-,"703 - Rolling Ridge",20,45,8,0,73
"Loudoun County",-,"705 - Forest Grove",67,82,27,0,176
"Loudoun County",-,"707 - Claude Moore Park",25,21,3,0,49
"Loudoun County",-,"708 - Seneca",54,61,19,0,134
"Loudoun County",-,"709 - Mirror Ridge",35,47,18,0,100
"Loudoun County",-,"710 - Sterling",44,47,16,0,107
"Loudoun County",-,"808 - Stone Bridge",59,76,33,0,168
"Loudoun County",-,"810 - Cedar Lane",60,45,17,0,122
"Loudoun County",-,"813 - Seldens Landing",37,30,5,0,72
"Loudoun County",-,"814 - Newton - Lee",94,68,21,0,183
"Loudoun County",-,"815 - Belmont Ridge",105,79,20,0,204
"Loudoun County",-,"817 - Sanders Corner",91,75,39,0,205
"Loudoun County",-,"818 - Broad Run",41,37,20,0,98
"Loudoun County",-,"819 - Heritage Church",51,62,12,0,125
"Loudoun County",-,"820 - Belmont Station",45,44,18,0,107
"Loudoun County",-,"822 - Riverside",27,26,10,0,63
"Loudoun County",-,"Ab - Central Absentee Precinct",218,127,48,0,393
"Loudoun County",-,Provisional,1,2,0,0,3
"Louisa County",-,"101 - Zion",121,138,46,0,305
"Louisa County",-,"102 - Mechanicsville",59,72,19,0,150
"Louisa County",-,"201 - Louisa #1",137,98,40,0,275
"Louisa County",-,"202 - Louisa #2",78,88,42,0,208
"Louisa County",-,"301 - Patrick Henry No 1",121,89,33,0,243
"Louisa County",-,"302 - Patrick Henry #2",46,37,11,0,94
"Louisa County",-,"401 - Mineral",200,161,40,0,401
"Louisa County",-,"402 - Yanceyville",44,31,8,0,83
"Louisa County",-,"501 - Fredericks Hall",42,36,14,0,92
"Louisa County",-,"502 - Cuckoo",110,64,21,0,195
"Louisa County",-,"503 - Elk Creek",98,82,16,0,196
"Louisa County",-,"601 - Bumpass",91,99,31,0,221
"Louisa County",-,"602 - Locust Creek",145,126,26,0,297
"Louisa County",-,"701 - Sheltons Mill",119,110,28,0,257
"Louisa County",-,"702 - South Anna",111,65,27,0,203
"Louisa County",-,"Ab - Central Absentee Precinct",110,39,18,0,167
"Louisa County",-,Provisional,0,0,0,0,0
"Lunenburg County",-,"101 - Plymouth",32,32,5,0,69
"Lunenburg County",-,"201 - Browns Store",39,26,5,0,70
"Lunenburg County",-,"301 - Rosebud",21,23,2,0,46
"Lunenburg County",-,"302 - Flat Rock",21,23,2,0,46
"Lunenburg County",-,"401 - Arrowhead Gun Club",13,28,1,0,42
"Lunenburg County",-,"402 - Pleasant Grove",17,27,2,0,46
"Lunenburg County",-,"501 - Reedy Creek",18,15,1,0,34
"Lunenburg County",-,"502 - Peoples Community Center",10,13,0,0,23
"Lunenburg County",-,"601 - Hounds Creek",19,17,3,0,39
"Lunenburg County",-,"701 - Meherrin Fire Department",14,11,4,0,29
"Lunenburg County",-,"702 - Victoria Public Library",27,14,6,0,47
"Lunenburg County",-,"Ab - Central Absentee Precinct",11,2,2,0,15
"Lunenburg County",-,Provisional,0,0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct",193,187,40,0,420
"Lynchburg City",-,"102 - First Ward Second Precinct",363,188,100,0,651
"Lynchburg City",-,"103 - First Ward Third Precinct",296,99,62,0,457
"Lynchburg City",-,"104 - First Ward Fourth Precinct",68,41,15,0,124
"Lynchburg City",-,"105 - First Ward Fifth Precinct",138,59,33,0,230
"Lynchburg City",-,"201 - Second Ward First Precinct",66,49,21,0,136
"Lynchburg City",-,"202 - Second Ward Second Precinct",48,19,12,0,79
"Lynchburg City",-,"203 - Second Ward Third Precinct",16,13,3,0,32
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",39,38,8,0,85
"Lynchburg City",-,"301 - Third Ward First Precinct",61,58,9,0,128
"Lynchburg City",-,"302 - Third Ward Second Precinct",18,6,2,0,26
"Lynchburg City",-,"303 - Third Ward Third Precinct",119,63,16,0,198
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",105,88,19,0,212
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",244,177,46,0,467
"Lynchburg City",-,"401 - Fourth Ward First Precinct",332,256,54,0,642
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",134,108,25,0,267
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",204,133,36,0,373
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",256,161,48,0,465
"Lynchburg City",-,"Ab - Central Absentee Precinct",130,45,21,0,196
"Lynchburg City",-,Provisional,4,0,0,0,4
"Madison County",-,"1 - Oak Park",27,47,5,0,79
"Madison County",-,"2 - Radiant",34,73,5,0,112
"Madison County",-,"3 - Rochelle",19,43,5,0,67
"Madison County",-,"4 - Graves Mill",4,13,3,0,20
"Madison County",-,"5 - Madison",49,95,11,0,155
"Madison County",-,"6 - Wolftown",35,33,5,0,73
"Madison County",-,"7 - Brightwood",53,96,19,0,168
"Madison County",-,"8 - Criglersville",36,33,7,0,76
"Madison County",-,"9 - Etlan",23,24,1,0,48
"Madison County",-,"Ab - Central Absentee Precinct",14,20,2,0,36
"Madison County",-,Provisional,0,0,0,0,0
"Manassas City",-,"1 - Dean",37,95,13,0,145
"Manassas City",-,"2 - Weems",79,161,30,0,270
"Manassas City",-,"3 - Metz",76,145,31,0,252
"Manassas City",-,"4 - Haydon",90,159,31,0,280
"Manassas City",-,"5 - Baldwin",56,109,20,0,185
"Manassas City",-,"6 - Round",110,156,43,0,309
"Manassas City",-,"Ab - Central Absentee Precinct",65,44,6,0,115
"Manassas City",-,Provisional,0,0,0,0,0
"Manassas Park City",-,"1 - Precinct One",18,50,14,0,82
"Manassas Park City",-,"2 - Precinct Two",16,86,10,0,112
"Manassas Park City",-,"3 - Precinct Three",29,53,15,0,97
"Manassas Park City",-,"Ab - Central Absentee Precinct",12,4,7,0,23
"Manassas Park City",-,Provisional,0,0,0,0,0
"Martinsville City",-,"1 - Precinct #1",0,4,1,0,5
"Martinsville City",-,"2 - Precinct #2",34,30,6,0,70
"Martinsville City",-,"3 - Precinct #3",15,13,4,0,32
"Martinsville City",-,"4 - Precinct #4",25,18,8,0,51
"Martinsville City",-,"5 - Precinct #5",90,59,25,0,174
"Martinsville City",-,"6 - Precinct #6",0,0,0,0,0
"Martinsville City",-,"Ab - Central Absentee Precinct",14,5,1,0,20
"Martinsville City",-,Provisional,0,0,0,0,0
"Mathews County",-,"1 - Chesapeake",75,71,30,0,176
"Mathews County",-,"2 - Westville",90,95,46,0,231
"Mathews County",-,"3 - Piankatank",89,103,47,0,239
"Mathews County",-,"Ab - Central Absentee Precinct",18,5,9,0,32
"Mathews County",-,Provisional,0,0,0,0,0
"Mecklenburg County",-,"101 - Wrights Store",12,20,6,0,38
"Mecklenburg County",-,"102 - Pearsons Store",10,20,4,0,34
"Mecklenburg County",-,"103 - South Clarksville",12,35,7,0,54
"Mecklenburg County",-,"201 - Boydton",8,13,4,0,25
"Mecklenburg County",-,"202 - Bluestone Senior High School",4,10,1,0,15
"Mecklenburg County",-,"203 - Chase City Vfw Post",5,14,2,0,21
"Mecklenburg County",-,"301 - Bracey",37,54,11,0,102
"Mecklenburg County",-,"302 - Lacrosse",15,16,8,0,39
"Mecklenburg County",-,"401 - American Legion Hall",14,23,2,0,39
"Mecklenburg County",-,"402 - Park View Middle School",7,2,0,0,9
"Mecklenburg County",-,"501 - South Hill",77,55,16,0,148
"Mecklenburg County",-,"601 - Baskerville",8,19,4,0,31
"Mecklenburg County",-,"602 - Union Level",18,13,5,0,36
"Mecklenburg County",-,"603 - Smith Crossroads",15,10,0,0,25
"Mecklenburg County",-,"604 - Lake Gaston",4,20,4,0,28
"Mecklenburg County",-,"701 - Chase City",37,36,6,0,79
"Mecklenburg County",-,"702 - Sunshine",17,26,1,0,44
"Mecklenburg County",-,"801 - Finchley",6,8,0,0,14
"Mecklenburg County",-,"802 - Bluestone",34,50,8,0,92
"Mecklenburg County",-,"803 - Chase City Elementary School",9,39,1,0,49
"Mecklenburg County",-,"901 - Averett",11,12,4,0,27
"Mecklenburg County",-,"902 - Buffalo Springs",14,25,3,0,42
"Mecklenburg County",-,"903 - Clarksville",71,73,18,0,162
"Mecklenburg County",-,"Ab - Central Absentee Precinct",11,4,6,0,21
"Mecklenburg County",-,Provisional,0,1,0,0,1
"Middlesex County",-,"101 - Saluda",28,8,3,0,39
"Middlesex County",-,"102 - Urbanna",66,40,16,0,122
"Middlesex County",-,"201 - New Market",104,112,38,0,254
"Middlesex County",-,"302 - Church View",42,35,17,0,94
"Middlesex County",-,"401- Harmony Village",59,54,12,0,125
"Middlesex County",-,"501 - Wilton",83,89,20,0,192
"Middlesex County",-,"Ab - Central Absentee Precinct",18,7,8,0,33
"Middlesex County",-,Provisional,0,0,0,0,0
"Montgomery County",-,"101 - Precinct A-1",85,72,15,0,172
"Montgomery County",-,"102 - Precinct A-2",39,21,10,0,70
"Montgomery County",-,"103 - Precinct A-3",72,50,24,0,146
"Montgomery County",-,"201 - Precinct B-1",4,5,2,0,11
"Montgomery County",-,"202 - Precinct B-2",70,59,14,0,143
"Montgomery County",-,"203 - Precinct B-3",53,39,11,0,103
"Montgomery County",-,"204 - Precinct B-4",81,78,19,0,178
"Montgomery County",-,"301 - Precinct C-1",44,71,6,0,121
"Montgomery County",-,"302 - Precinct C-2",57,79,21,0,157
"Montgomery County",-,"303 - Precinct C-3",35,38,2,0,75
"Montgomery County",-,"304 - Precinct C-4",37,54,13,0,104
"Montgomery County",-,"401 - Precinct D-1",38,41,13,0,92
"Montgomery County",-,"402 - Precinct D-2",53,73,11,0,137
"Montgomery County",-,"403 - Precinct D-3",40,44,4,0,88
"Montgomery County",-,"404 - Precinct D-4",20,50,8,0,78
"Montgomery County",-,"405 - Precinct D-5",48,63,6,0,117
"Montgomery County",-,"501 - Precinct E-1",57,46,14,0,117
"Montgomery County",-,"502 - Precinct E-2",33,39,12,0,84
"Montgomery County",-,"503 - Precinct E-3",1,0,1,0,2
"Montgomery County",-,"601 - Precinct F-1",46,34,12,0,92
"Montgomery County",-,"602 - Precinct F-2",37,23,9,0,69
"Montgomery County",-,"603 - Precinct F-3",1,0,2,0,3
"Montgomery County",-,"701 - Precinct G-1",80,40,22,0,142
"Montgomery County",-,"702 - Precinct G-2",21,15,12,0,48
"Montgomery County",-,"Ab - Central Absentee Precinct",48,18,15,0,81
"Montgomery County",-,Provisional,1,0,0,0,1
"Nelson County",-,"101 - Rockfish",52,86,14,0,152
"Nelson County",-,"201 - Lovingston",32,53,13,0,98
"Nelson County",-,"202 - Schuyler",12,36,4,0,52
"Nelson County",-,"301 - Shipman",20,57,8,0,85
"Nelson County",-,"302 - Gladstone",6,7,3,0,16
"Nelson County",-,"401 - Roseland",71,97,16,0,184
"Nelson County",-,"402 - Montebello",9,13,5,0,27
"Nelson County",-,"501 - Faber",13,41,3,0,57
"Nelson County",-,"502 - Nellysford",86,77,18,0,181
"Nelson County",-,"Ab - Central Absentee Precinct",9,3,2,0,14
"Nelson County",-,Provisional,0,2,0,0,2
"New Kent County",-,"102 - Tunstall",32,53,3,0,88
"New Kent County",-,"103 - Southern Branch",89,147,19,0,255
"New Kent County",-,"201 - Quinton",115,126,28,0,269
"New Kent County",-,"202 - Kentwood",69,86,15,0,170
"New Kent County",-,"301 - Watkins",54,68,6,0,128
"New Kent County",-,"302 - Cumberland",44,79,13,0,136
"New Kent County",-,"401 - Providence Forge",113,96,35,0,244
"New Kent County",-,"403 - Mountcastle",31,46,6,0,83
"New Kent County",-,"501 - Eltham",37,44,28,0,109
"New Kent County",-,"502 - Chickahominy River",70,94,40,0,204
"New Kent County",-,"Ab - Central Absentee Precinct",24,12,2,0,38
"New Kent County",-,Provisional,0,0,0,0,0
"Newport News City",-,"101 - Denbigh (CD 3)",39,44,24,0,107
"Newport News City",-,"102 - Epes (CD 3)",31,40,24,0,95
"Newport News City",-,"103 - Jenkins (CD 3)",64,53,39,0,156
"Newport News City",-,"104 - Mcintosh (CD 3)",23,23,16,0,62
"Newport News City",-,"105 - Oyster Point (CD 3)",32,13,9,0,54
"Newport News City",-,"106 - Reservoir (CD 3)",66,56,31,1,154
"Newport News City",-,"107 - Richneck (CD 3)",51,73,51,0,175
"Newport News City",-,"108 - Lee Hall (CD 3)",27,39,23,0,89
"Newport News City",-,"109 - Windsor (CD 3)",38,37,32,0,107
"Newport News City",-,"110 - Greenwood (CD 3)",27,27,20,0,74
"Newport News City",-,"201 - Bland (CD 3)",4,12,4,0,20
"Newport News City",-,"202 - Boulevard (CD 3)",95,66,42,0,203
"Newport News City",-,"203 - Charles (CD 3)",105,124,82,0,311
"Newport News City",-,"204 - Wellesley (CD 3)",49,29,36,0,114
"Newport News City",-,"205 - Deep Creek (CD 3)",115,105,116,0,336
"Newport News City",-,"208 - Hidenwood (CD 3)",90,46,123,0,259
"Newport News City",-,"209 - Hilton (CD 3)",94,54,68,0,216
"Newport News City",-,"210 - Nelson (CD 3)",124,106,102,0,332
"Newport News City",-,"211 - Palmer (CD 3)",55,44,41,0,140
"Newport News City",-,"212 - Riverside (CD 3)",78,40,107,0,225
