County/City,Ward,Pct,"Corey Alan Stewart","Nicholas Jason Freitas","Earl Walker Jackson, Sr.","All Others","Total Votes Cast"
"Henrico County",-,"412 - Pinchbeck (CD 7)",82,144,12,1,239
"Henrico County",-,"413 - Ridgefield (CD 7)",73,177,7,3,260
"Henrico County",-,"414 - Rollingwood (CD 7)",30,86,5,0,121
"Henrico County",-,"415 - Skipwith (CD 7)",44,46,4,1,95
"Henrico County",-,"416 - Spottswood (CD 7)",28,60,5,0,93
"Henrico County",-,"417 - Tuckahoe (CD 7)",79,245,19,0,343
"Henrico County",-,"418 - Welborne (CD 7)",27,84,3,0,114
"Henrico County",-,"419 - West End (CD 7)",48,168,8,0,224
"Henrico County",-,"501 - Antioch (CD 4)",92,108,16,0,216
"Henrico County",-,"502 - Cedar Fork (CD 4)",14,21,5,0,40
"Henrico County",-,"503 - Chickahominy (CD 4)",80,96,20,0,196
"Henrico County",-,"504 - Donahoe (CD 4)",30,41,17,0,88
"Henrico County",-,"505 - Dorey (CD 4)",74,86,37,0,197
"Henrico County",-,"506 - Eanes (CD 4)",24,16,5,0,45
"Henrico County",-,"507 - Elko (CD 4)",46,52,8,0,106
"Henrico County",-,"508 - Highland Springs (CD 4)",26,28,16,0,70
"Henrico County",-,"509 - Laburnum (CD 4)",32,28,14,0,74
"Henrico County",-,"510 - Mehfoud (CD 4)",36,34,20,1,91
"Henrico County",-,"511 - Montrose (CD 4)",30,25,17,0,72
"Henrico County",-,"512 - Nine Mile (CD 4)",23,23,10,0,56
"Henrico County",-,"513 - Pleasants (CD 4)",26,25,43,0,94
"Henrico County",-,"514 - Rolfe (CD 4)",28,27,22,0,77
"Henrico County",-,"515 - Sandston (CD 4)",85,78,28,0,191
"Henrico County",-,"516 - Sullivans (CD 4)",38,52,17,0,107
"Henrico County",-,"517 - Town Hall (CD 4)",30,35,6,0,71
"Henrico County",-,"518 - Whitlocks (CD 4)",73,86,16,0,175
"Henrico County",-,"AB - Central Absentee Precinct (CD 4)",25,15,15,0,55
"Henrico County",-,"Ab - Central Absentee Precinct (CD 7)",90,140,33,0,263
"Henrico County",-,"Provisional (CD 4)",0,0,0,0,0
"Henrico County",-,"Provisional (CD 7)",1,0,1,0,2
"Henry County",-,"101 - Bassett Number Two (CD 9)",15,10,3,0,28
"Henry County",-,"102 - Gunville (CD 9)",23,21,5,0,49
"Henry County",-,"103 - Scott's Tanyard (CD 9)",76,36,6,0,118
"Henry County",-,"201 - Fieldale (CD 9)",20,9,0,0,29
"Henry County",-,"202 - Horsepasture #1 (CD 9)",31,30,1,0,62
"Henry County",-,"203 - Horsepasture #2 (CD 9)",11,9,0,0,20
"Henry County",-,"204 - Spencer (CD 9)",48,19,4,0,71
"Henry County",-,"302 - Axton (CD 5)",16,15,1,0,32
"Henry County",-,"303 - Irisburg (CD 5)",47,27,5,0,79
"Henry County",-,"304 - Mount Olivet (CD 5)",33,45,4,0,82
"Henry County",-,"304 - Mount Olivet (CD 9)",0,0,0,0,0
"Henry County",-,"305 - Mountain Valley (CD 5)",35,19,8,0,62
"Henry County",-,"401 - Collinsville Number 1 (CD 9)",28,14,12,0,54
"Henry County",-,"402 - Daniels Creek (CD 9)",42,11,1,0,54
"Henry County",-,"404 - Collinsville Number 2 (CD 9)",48,19,10,0,77
"Henry County",-,"405 - Mountain View (CD 5)",17,21,3,0,41
"Henry County",-,"501 - Bassett Number One (CD 9)",18,16,1,0,35
"Henry County",-,"502 - Figsboro (CD 9)",51,12,8,0,71
"Henry County",-,"503 - Stanleytown (CD 9)",62,20,2,0,84
"Henry County",-,"504 - Oak Level (CD 9)",16,9,2,0,27
"Henry County",-,"505 - Dyers Store (CD 5)",3,2,0,0,5
"Henry County",-,"505 - Dyers Store (CD 9)",25,11,1,0,37
"Henry County",-,"601 - Fontaine (CD 9)",51,19,7,0,77
"Henry County",-,"602 - Hillcrest (CD 9)",14,5,1,0,20
"Henry County",-,"603 - Ridgeway #1 (CD 5)",44,42,7,0,93
"Henry County",-,"604 - Ridgeway #2 (CD 9)",34,26,3,0,63
"Henry County",-,"Ab - Central Absentee Precinct (CD 5)",9,6,0,0,15
"Henry County",-,"Ab - Central Absentee Precinct (CD 9)",27,4,3,0,34
"Henry County",-,"Provisional (CD 5)",0,0,0,0,0
"Henry County",-,"Provisional (CD 9)",0,0,0,0,0
"Highland County",-,"1 - Monterey",35,9,3,0,47
"Highland County",-,"3 - Wilsons Mill",8,4,1,0,13
"Highland County",-,"5 - Blue Grass",19,10,2,0,31
"Highland County",-,"7 - Mill Gap",13,8,6,0,27
"Highland County",-,"8 - Mcdowell",14,7,0,0,21
"Highland County",-,"10 - Headwaters",11,6,0,0,17
"Highland County",-,Provisional,0,0,0,0,0
"Hopewell City",-,"101 - Ward One",37,39,6,0,82
"Hopewell City",-,"201 - Ward Two",5,7,6,0,18
"Hopewell City",-,"301 - Ward Three",86,129,16,0,231
"Hopewell City",-,"401 - Ward Four",89,86,22,0,197
"Hopewell City",-,"501 - Ward Five",71,51,10,0,132
"Hopewell City",-,"601 - Ward Six",7,5,3,0,15
"Hopewell City",-,"701 - Ward Seven",25,34,6,0,65
"Hopewell City",-,"Ab - Central Absentee Precinct",11,11,2,0,24
"Hopewell City",-,Provisional,0,0,0,0,0
"Isle of Wight County",-,"101 - Smithfield",102,90,25,0,217
"Isle of Wight County",-,"102 - Cypress Creek",91,100,35,0,226
"Isle of Wight County",-,"201 - Bartlett",102,90,34,0,226
"Isle of Wight County",-,"202 - Carrollton",108,69,35,0,212
"Isle of Wight County",-,"301 - Rushmere",33,42,12,0,87
"Isle of Wight County",-,"302 - Pons",24,28,19,0,71
"Isle of Wight County",-,"401 - Courthouse",28,35,9,0,72
"Isle of Wight County",-,"402 - Windsor",88,44,18,0,150
"Isle of Wight County",-,"403 - Longview",54,36,20,0,110
"Isle of Wight County",-,"501 - Walters",59,35,10,0,104
"Isle of Wight County",-,"502 - Camps Mill",11,6,1,0,18
"Isle of Wight County",-,"503 - Carrsville",28,14,4,0,46
"Isle of Wight County",-,"504 - Zuni",51,40,25,0,116
"Isle of Wight County",-,"505 - Raynor",21,13,7,0,41
"Isle of Wight County",-,"Ab - Central Absentee Precinct",27,21,6,0,54
"Isle of Wight County",-,Provisional,0,0,1,0,1
"James City County",-,"101 - Berkeley A (CD 1)",93,126,30,0,249
"James City County",-,"102 - Berkeley B (CD 1)",58,80,27,0,165
"James City County",-,"103 - Berkeley C (CD 1)",155,258,62,0,475
"James City County",-,"104- Berkeley D (CD 2)",42,31,12,0,85
"James City County",-,"201 - Jamestown A (CD 2)",30,31,18,0,79
"James City County",-,"202 - Jamestown B (CD 1)",56,87,18,0,161
"James City County",-,"202 - Jamestown B (CD 2)",0,0,0,0,0
"James City County",-,"203 - Jamestown C (CD 1)",76,129,27,0,232
"James City County",-,"204 - Jamestown D (CD 1)",135,208,70,0,413
"James City County",-,"301 - Powhatan A (CD 1)",126,190,46,0,362
"James City County",-,"302 - Powhatan B (CD 1)",21,29,7,0,57
"James City County",-,"303 - Powhatan C (CD 1)",39,80,5,0,124
"James City County",-,"304 - Powhatan D (CD 1)",54,117,18,0,189
"James City County",-,"401 - Stonehouse A (CD 1)",72,173,31,0,276
"James City County",-,"402 - Stonehouse B (CD 1)",155,270,50,0,475
"James City County",-,"403 - Stonehouse C (CD 1)",82,193,25,0,300
"James City County",-,"501 - Roberts A (CD 2)",38,23,5,0,66
"James City County",-,"502 - Roberts B (CD 2)",166,191,62,0,419
"James City County",-,"503 - Roberts C (CD 2)",11,16,6,0,33
"James City County",-,"504 - Roberts D (CD 1)",0,0,0,0,0
"James City County",-,"504 - Roberts D (CD 2)",149,160,43,0,352
"James City County",-,"Ab - Central Absentee Precinct (CD 1)",96,89,35,0,220
"James City County",-,"AB - Central Absentee Precinct (CD 2)",0,0,0,0,0
"James City County",-,"Provisional (CD 1)",1,1,0,0,2
"James City County",-,"Provisional (CD 2)",1,0,0,0,1
"King and Queen County",-,"101 - Owenton",23,18,2,0,43
"King and Queen County",-,"201 - Clarks",28,39,7,0,74
"King and Queen County",-,"301 - Shacklefords",25,36,2,0,63
"King and Queen County",-,"401 - Courthouse",22,27,3,0,52
"King and Queen County",-,"501 - Oldmill",27,36,6,0,69
"King and Queen County",-,"Ab - Central Absentee Precinct",2,4,6,0,12
"King and Queen County",-,Provisional,5,4,0,0,9
"King George County",-,"101 - Courthouse",84,108,8,0,200
"King George County",-,"102 - Passapatanzy",38,42,11,0,91
"King George County",-,"201 - Monroe",155,163,17,0,335
"King George County",-,"301 - Dahlgren",76,110,11,0,197
"King George County",-,"401 - Shiloh",116,112,28,0,256
"King George County",-,"Ab - Central Absentee Precinct",30,25,7,0,62
"King George County",-,Provisional,1,0,0,0,1
"King William County",-,"101 - West Point",42,80,15,0,137
"King William County",-,"201 - Sweet Hall",25,27,5,0,57
"King William County",-,"202 - Courthouse",45,37,13,0,95
"King William County",-,"301 - Aylett",94,69,7,0,170
"King William County",-,"401 - Manquin",93,70,11,0,174
"King William County",-,"501 - Mangohick",76,77,11,0,164
"King William County",-,"Ab - Central Absentee Precinct",11,5,2,0,18
"King William County",-,Provisional,0,0,0,0,0
"Lancaster County",-,"101 - Precinct 1-1",64,118,14,0,196
"Lancaster County",-,"201 - Precinct 2-1",29,55,7,0,91
"Lancaster County",-,"301 - Precinct 3-1",34,79,9,0,122
"Lancaster County",-,"302 - Precinct 3-2",25,57,4,0,86
"Lancaster County",-,"401 - Precinct 4-1",25,56,8,0,89
"Lancaster County",-,"501 - Precinct 5-1",47,137,18,0,202
"Lancaster County",-,"Ab - Central Absentee Precinct",16,32,4,0,52
"Lancaster County",-,Provisional,0,0,0,0,0
"Lee County",-,"101 - Elydale",12,6,1,0,19
"Lee County",-,"102 - Ewing",12,7,0,0,19
"Lee County",-,"103 - Rose Hill",21,7,1,0,29
"Lee County",-,"201 - Blackwater",6,0,0,0,6
"Lee County",-,"202 - Flatwoods",17,1,4,0,22
"Lee County",-,"203 - Jonesville",21,9,3,0,33
"Lee County",-,"301 - Ben Hur",30,6,1,0,37
"Lee County",-,"302 - Woodway",14,5,0,0,19
"Lee County",-,"401 - Stickleyville",8,6,0,0,14
"Lee County",-,"402 - Jasper",5,2,1,0,8
"Lee County",-,"403 - Seminary",9,3,2,0,14
"Lee County",-,"404 - Dryden",10,2,2,0,14
"Lee County",-,"501 - Saint Charles",9,1,1,0,11
"Lee County",-,"502 - Pennington",21,6,0,0,27
"Lee County",-,"503 - Robbins Chapel",2,3,1,0,6
"Lee County",-,"504 - Keokee",7,4,0,0,11
"Lee County",-,"Ab - Central Absentee Precinct",8,6,0,0,14
"Lee County",-,Provisional,0,1,0,0,1
"Lexington City",-,"1 - Lexington",65,43,13,0,121
"Lexington City",-,"Ab - Central Absentee Precinct",9,6,3,0,18
"Lexington City",-,Provisional,0,0,0,0,0
"Loudoun County",-,"107 - Little River",83,77,16,0,176
"Loudoun County",-,"108 - Mercer",70,54,18,0,142
"Loudoun County",-,"112 - Freedom",34,57,7,0,98
"Loudoun County",-,"114 - Dulles South",55,31,9,0,95
"Loudoun County",-,"117 - Carter",20,12,4,0,36
"Loudoun County",-,"118 - Moorefield",45,56,11,0,112
"Loudoun County",-,"119 - Arcola",135,62,18,0,215
"Loudoun County",-,"120 - Lunsford",71,61,10,0,142
"Loudoun County",-,"121 - Town Hall",65,40,9,0,114
"Loudoun County",-,"122 - Hutchison Farm",89,62,25,0,176
"Loudoun County",-,"123 - Cardinal Ridge",62,52,6,0,120
"Loudoun County",-,"124 - Liberty",64,48,11,0,123
"Loudoun County",-,"125 - Rock Ridge",40,33,8,0,81
"Loudoun County",-,"207 - River Bend",103,71,17,0,191
"Loudoun County",-,"208 - Algonkian",88,59,23,0,170
"Loudoun County",-,"209 - Potomac Falls",88,64,17,0,169
"Loudoun County",-,"210 - Cascades",94,70,11,0,175
"Loudoun County",-,"213 - Countryside",33,20,9,0,62
"Loudoun County",-,"214 - Sugarland North",175,149,25,0,349
"Loudoun County",-,"215 - Sugarland South",134,85,28,0,247
"Loudoun County",-,"216 - Lowes Island",112,103,22,0,237
"Loudoun County",-,"217 - South Bank",121,88,22,0,231
"Loudoun County",-,"218 - University Center",42,34,21,0,97
"Loudoun County",-,"219 - Galilee Church",64,68,12,0,144
"Loudoun County",-,"301 - Purcellville",134,87,24,0,245
"Loudoun County",-,"302 - Round Hill",152,153,31,0,336
"Loudoun County",-,"303 - Hillsboro",134,98,24,0,256
"Loudoun County",-,"305 - Philomont",88,39,12,0,139
"Loudoun County",-,"307 - Middleburg",63,44,12,0,119
"Loudoun County",-,"308 - St Louis",56,45,11,0,112
"Loudoun County",-,"309 - Aldie",54,48,7,0,109
"Loudoun County",-,"310 - Mountain View",115,104,27,0,246
"Loudoun County",-,"311 - Round Hill Elementary",107,133,28,0,268
"Loudoun County",-,"312 - Briar Woods",51,40,14,0,105
"Loudoun County",-,"313 - Pinebrook",102,65,22,0,189
"Loudoun County",-,"314 - Legacy",58,43,14,0,115
"Loudoun County",-,"315 - Firehouse",59,28,13,0,100
"Loudoun County",-,"316 - Creighton's Corner",55,61,7,0,123
"Loudoun County",-,"318 - Madison's Trust",98,71,25,0,194
"Loudoun County",-,"319 - John Champe",72,53,14,0,139
"Loudoun County",-,"320 - Stone Hill",25,35,7,0,67
"Loudoun County",-,"321 - Brambleton Middle",31,20,10,0,61
"Loudoun County",-,"401 - West Lovettsville",169,151,30,0,350
"Loudoun County",-,"402 - Waterford",167,104,27,0,298
"Loudoun County",-,"403 - Lucketts",136,110,32,0,278
"Loudoun County",-,"407 - Harper Park",67,44,12,0,123
"Loudoun County",-,"408 - Evergreen",88,81,21,0,190
"Loudoun County",-,"409 - Clarkes Gap",168,103,29,0,300
"Loudoun County",-,"411 - East Lovettsville",133,122,27,0,282
"Loudoun County",-,"413 - Tuscarora",6,7,1,0,14
"Loudoun County",-,"414 - Red Rock",49,41,10,0,100
"Loudoun County",-,"416 - Hamilton",179,170,32,0,381
"Loudoun County",-,"420 - River Creek",129,111,28,0,268
"Loudoun County",-,"421 - Between The Hills",16,18,7,0,41
"Loudoun County",-,"422 - Sycolin Creek",95,74,14,0,183
"Loudoun County",-,"501 - West Leesburg",107,107,11,0,225
"Loudoun County",-,"502 - East Leesburg",69,47,18,0,134
"Loudoun County",-,"503 - Dry Mill",66,41,19,0,126
"Loudoun County",-,"504 - Smarts Mill",87,92,25,0,204
"Loudoun County",-,"505 - Cool Spring",110,140,37,0,287
"Loudoun County",-,"506 - Brandon Park",57,39,5,0,101
"Loudoun County",-,"507 - Greenway",67,60,21,0,148
"Loudoun County",-,"508 - Balls Bluff",81,80,19,0,180
"Loudoun County",-,"509 - Tolbert",47,73,17,0,137
"Loudoun County",-,"510 - Heritage",64,62,11,0,137
"Loudoun County",-,"615 - Hillside",98,92,24,0,214
"Loudoun County",-,"616 - Eagle Ridge",86,95,13,0,194
"Loudoun County",-,"617 - Oak Grove",16,14,5,0,35
"Loudoun County",-,"619 - Ridgetop",19,13,2,0,34
"Loudoun County",-,"620 - Russell Branch",154,61,32,0,247
"Loudoun County",-,"621 - Dominion Trail",100,82,27,0,209
"Loudoun County",-,"622 - Farmwell Station",122,85,16,0,223
"Loudoun County",-,"623 - Weller",170,62,27,0,259
"Loudoun County",-,"625 - Mill Run",48,44,10,0,102
"Loudoun County",-,"626 - Ashby Ponds",164,59,30,0,253
"Loudoun County",-,"627 - Ashbrook",62,33,10,0,105
"Loudoun County",-,"628 - Moorefield Station",48,36,10,0,94
"Loudoun County",-,"629 - Discovery",30,12,2,0,44
"Loudoun County",-,"701 - Sully",95,54,16,0,165
"Loudoun County",-,"702 - Park View",81,53,14,0,148
"Loudoun County",-,"703 - Rolling Ridge",63,39,11,0,113
"Loudoun County",-,"705 - Forest Grove",124,63,21,0,208
"Loudoun County",-,"707 - Claude Moore Park",38,34,18,0,90
"Loudoun County",-,"708 - Seneca",110,71,16,0,197
"Loudoun County",-,"709 - Mirror Ridge",64,47,18,0,129
"Loudoun County",-,"710 - Sterling",68,50,17,0,135
"Loudoun County",-,"808 - Stone Bridge",107,83,20,0,210
"Loudoun County",-,"810 - Cedar Lane",68,41,21,0,130
"Loudoun County",-,"813 - Seldens Landing",46,43,6,0,95
"Loudoun County",-,"814 - Newton - Lee",118,97,25,0,240
"Loudoun County",-,"815 - Belmont Ridge",168,74,38,0,280
"Loudoun County",-,"817 - Sanders Corner",119,103,23,0,245
"Loudoun County",-,"818 - Broad Run",67,49,20,0,136
"Loudoun County",-,"819 - Heritage Church",97,58,16,0,171
"Loudoun County",-,"820 - Belmont Station",63,56,23,0,142
"Loudoun County",-,"822 - Riverside",38,62,7,0,107
"Loudoun County",-,"Ab - Central Absentee Precinct",319,192,82,0,593
"Loudoun County",-,Provisional,3,5,2,0,10
"Louisa County",-,"101 - Zion",87,79,22,0,188
"Louisa County",-,"102 - Mechanicsville",45,40,11,0,96
"Louisa County",-,"201 - Louisa #1",40,100,11,0,151
"Louisa County",-,"202 - Louisa #2",53,80,13,0,146
"Louisa County",-,"301 - Patrick Henry No 1",47,92,12,0,151
"Louisa County",-,"302 - Patrick Henry #2",11,28,6,0,45
"Louisa County",-,"401 - Mineral",64,142,12,0,218
"Louisa County",-,"402 - Yanceyville",10,31,8,0,49
"Louisa County",-,"501 - Fredericks Hall",13,48,7,0,68
"Louisa County",-,"502 - Cuckoo",40,68,14,0,122
"Louisa County",-,"503 - Elk Creek",16,99,6,0,121
"Louisa County",-,"601 - Bumpass",45,89,16,0,150
"Louisa County",-,"602 - Locust Creek",65,108,13,0,186
"Louisa County",-,"701 - Sheltons Mill",49,83,8,0,140
"Louisa County",-,"702 - South Anna",46,83,14,0,143
"Louisa County",-,"Ab - Central Absentee Precinct",22,32,8,0,62
"Louisa County",-,Provisional,0,0,0,0,0
"Lunenburg County",-,"101 - Plymouth",7,43,8,0,58
"Lunenburg County",-,"201 - Browns Store",9,46,7,0,62
"Lunenburg County",-,"301 - Rosebud",13,20,0,0,33
"Lunenburg County",-,"302 - Flat Rock",6,27,0,0,33
"Lunenburg County",-,"401 - Arrowhead Gun Club",11,11,1,0,23
"Lunenburg County",-,"402 - Pleasant Grove",15,18,4,0,37
"Lunenburg County",-,"501 - Reedy Creek",14,23,6,0,43
"Lunenburg County",-,"502 - Peoples Community Center",7,10,3,0,20
"Lunenburg County",-,"601 - Hounds Creek",9,27,3,0,39
"Lunenburg County",-,"701 - Meherrin Fire Department",10,12,1,0,23
"Lunenburg County",-,"702 - Victoria Public Library",13,27,2,0,42
"Lunenburg County",-,"Ab - Central Absentee Precinct",3,11,2,0,16
"Lunenburg County",-,Provisional,0,0,0,0,0
"Lynchburg City",-,"101 - First Ward First Precinct",71,99,18,0,188
"Lynchburg City",-,"102 - First Ward Second Precinct",104,115,16,0,235
"Lynchburg City",-,"103 - First Ward Third Precinct",94,78,15,0,187
"Lynchburg City",-,"104 - First Ward Fourth Precinct",16,32,0,0,48
"Lynchburg City",-,"105 - First Ward Fifth Precinct",43,58,13,0,114
"Lynchburg City",-,"201 - Second Ward First Precinct",23,21,10,0,54
"Lynchburg City",-,"202 - Second Ward Second Precinct",21,22,5,0,48
"Lynchburg City",-,"203 - Second Ward Third Precinct",16,4,0,0,20
"Lynchburg City",-,"204 - Second Ward Fourth Precinct",28,9,4,0,41
"Lynchburg City",-,"301 - Third Ward First Precinct",36,25,9,0,70
"Lynchburg City",-,"302 - Third Ward Second Precinct",3,7,1,0,11
"Lynchburg City",-,"303 - Third Ward Third Precinct",37,29,2,0,68
"Lynchburg City",-,"304 - Third Ward Fourth Precinct",31,50,11,0,92
"Lynchburg City",-,"305 - Third Ward Fifth Precinct",90,97,20,0,207
"Lynchburg City",-,"401 - Fourth Ward First Precinct",141,132,25,0,298
"Lynchburg City",-,"402 - Fourth Ward Second Precinct",65,49,12,0,126
"Lynchburg City",-,"403 - Fourth Ward Third Precinct",71,66,14,0,151
"Lynchburg City",-,"404 - Fourth Ward Fourth Precinct",83,104,11,0,198
"Lynchburg City",-,"Ab - Central Absentee Precinct",18,26,12,0,56
"Lynchburg City",-,Provisional,1,0,0,0,1
"Madison County",-,"1 - Oak Park",24,52,4,0,80
"Madison County",-,"2 - Radiant",25,76,5,0,106
"Madison County",-,"3 - Rochelle",26,43,11,0,80
"Madison County",-,"4 - Graves Mill",11,11,0,0,22
"Madison County",-,"5 - Madison",36,115,10,0,161
"Madison County",-,"6 - Wolftown",19,52,8,0,79
"Madison County",-,"7 - Brightwood",44,146,12,0,202
"Madison County",-,"8 - Criglersville",14,51,3,0,68
"Madison County",-,"9 - Etlan",6,53,6,0,65
"Madison County",-,"Ab - Central Absentee Precinct",11,37,5,0,53
"Madison County",-,Provisional,0,0,0,0,0
"Manassas City",-,"1 - Dean",110,60,18,0,188
"Manassas City",-,"2 - Weems",201,66,39,0,306
"Manassas City",-,"3 - Metz",177,81,25,0,283
"Manassas City",-,"4 - Haydon",152,88,34,0,274
"Manassas City",-,"5 - Baldwin",111,61,35,0,207
"Manassas City",-,"6 - Round",188,115,39,0,342
"Manassas City",-,"Ab - Central Absentee Precinct",94,48,19,0,161
"Manassas City",-,Provisional,0,2,0,0,2
"Manassas Park City",-,"1 - Precinct One",60,38,7,0,105
"Manassas Park City",-,"2 - Precinct Two",92,14,11,0,117
"Manassas Park City",-,"3 - Precinct Three",93,25,17,0,135
"Manassas Park City",-,"Ab - Central Absentee Precinct",20,9,8,0,37
"Manassas Park City",-,Provisional,0,0,0,0,0
"Martinsville City",-,"1 - Precinct #1",4,1,0,0,5
"Martinsville City",-,"2 - Precinct #2",25,26,5,0,56
"Martinsville City",-,"3 - Precinct #3",7,5,2,0,14
"Martinsville City",-,"4 - Precinct #4",28,6,13,0,47
"Martinsville City",-,"5 - Precinct #5",56,84,8,0,148
"Martinsville City",-,"6 - Precinct #6",0,0,0,0,0
"Martinsville City",-,"Ab - Central Absentee Precinct",15,11,0,0,26
"Martinsville City",-,Provisional,0,0,0,0,0
"Mathews County",-,"1 - Chesapeake",40,96,18,1,155
"Mathews County",-,"2 - Westville",58,136,22,0,216
"Mathews County",-,"3 - Piankatank",43,208,12,0,263
"Mathews County",-,"Ab - Central Absentee Precinct",3,42,6,0,51
"Mathews County",-,Provisional,0,1,0,0,1
"Mecklenburg County",-,"101 - Wrights Store",20,16,10,0,46
"Mecklenburg County",-,"102 - Pearsons Store",9,10,9,0,28
"Mecklenburg County",-,"103 - South Clarksville",23,13,4,0,40
"Mecklenburg County",-,"201 - Boydton",14,14,3,0,31
"Mecklenburg County",-,"202 - Bluestone Senior High School",9,3,2,0,14
"Mecklenburg County",-,"203 - Chase City Vfw Post",11,4,2,0,17
"Mecklenburg County",-,"301 - Bracey",37,24,7,0,68
"Mecklenburg County",-,"302 - Lacrosse",11,14,0,0,25
"Mecklenburg County",-,"401 - American Legion Hall",20,12,3,0,35
"Mecklenburg County",-,"402 - Park View Middle School",0,4,0,0,4
"Mecklenburg County",-,"501 - South Hill",45,37,7,0,89
"Mecklenburg County",-,"601 - Baskerville",16,10,11,0,37
"Mecklenburg County",-,"602 - Union Level",8,4,3,0,15
"Mecklenburg County",-,"603 - Smith Crossroads",9,10,2,0,21
"Mecklenburg County",-,"604 - Lake Gaston",17,10,1,0,28
"Mecklenburg County",-,"701 - Chase City",25,24,4,0,53
"Mecklenburg County",-,"702 - Sunshine",23,12,0,0,35
"Mecklenburg County",-,"801 - Finchley",5,7,2,0,14
"Mecklenburg County",-,"802 - Bluestone",39,21,7,0,67
"Mecklenburg County",-,"803 - Chase City Elementary School",17,15,5,0,37
"Mecklenburg County",-,"901 - Averett",8,5,1,0,14
"Mecklenburg County",-,"902 - Buffalo Springs",10,15,0,0,25
"Mecklenburg County",-,"903 - Clarksville",56,57,5,0,118
"Mecklenburg County",-,"Ab - Central Absentee Precinct",6,9,0,0,15
"Mecklenburg County",-,Provisional,0,0,0,0,0
"Middlesex County",-,"101 - Saluda",10,32,0,0,42
"Middlesex County",-,"102 - Urbanna",25,53,7,0,85
"Middlesex County",-,"201 - New Market",46,185,9,0,240
"Middlesex County",-,"302 - Church View",27,57,11,0,95
"Middlesex County",-,"401- Harmony Village",29,72,12,0,113
"Middlesex County",-,"501 - Wilton",34,109,8,0,151
"Middlesex County",-,"Ab - Central Absentee Precinct",8,18,2,0,28
"Middlesex County",-,Provisional,0,0,0,0,0
"Montgomery County",-,"101 - Precinct A-1",63,48,11,0,122
"Montgomery County",-,"102 - Precinct A-2",14,30,3,0,47
"Montgomery County",-,"103 - Precinct A-3",35,79,12,0,126
"Montgomery County",-,"201 - Precinct B-1",6,6,0,0,12
"Montgomery County",-,"202 - Precinct B-2",59,51,11,0,121
"Montgomery County",-,"203 - Precinct B-3",40,39,7,0,86
"Montgomery County",-,"204 - Precinct B-4",71,74,19,0,164
"Montgomery County",-,"301 - Precinct C-1",50,43,7,0,100
"Montgomery County",-,"302 - Precinct C-2",74,67,8,0,149
"Montgomery County",-,"303 - Precinct C-3",22,20,3,0,45
"Montgomery County",-,"304 - Precinct C-4",50,45,6,0,101
"Montgomery County",-,"401 - Precinct D-1",35,47,4,0,86
"Montgomery County",-,"402 - Precinct D-2",59,42,11,0,112
"Montgomery County",-,"403 - Precinct D-3",39,26,2,0,67
"Montgomery County",-,"404 - Precinct D-4",44,19,2,0,65
"Montgomery County",-,"405 - Precinct D-5",59,60,3,0,122
"Montgomery County",-,"501 - Precinct E-1",46,36,4,0,86
"Montgomery County",-,"502 - Precinct E-2",29,20,13,0,62
"Montgomery County",-,"503 - Precinct E-3",0,0,0,0,0
"Montgomery County",-,"601 - Precinct F-1",26,35,8,0,69
"Montgomery County",-,"602 - Precinct F-2",14,30,4,0,48
"Montgomery County",-,"603 - Precinct F-3",0,0,0,0,0
"Montgomery County",-,"701 - Precinct G-1",46,38,11,0,95
"Montgomery County",-,"702 - Precinct G-2",4,16,3,0,23
"Montgomery County",-,"Ab - Central Absentee Precinct",20,36,8,0,64
"Montgomery County",-,Provisional,0,0,0,0,0
"Nelson County",-,"101 - Rockfish",46,63,15,0,124
"Nelson County",-,"201 - Lovingston",32,43,4,0,79
"Nelson County",-,"202 - Schuyler",25,23,6,0,54
"Nelson County",-,"301 - Shipman",38,32,7,0,77
"Nelson County",-,"302 - Gladstone",7,4,2,0,13
"Nelson County",-,"401 - Roseland",59,54,13,0,126
"Nelson County",-,"402 - Montebello",7,6,8,0,21
"Nelson County",-,"501 - Faber",15,21,9,0,45
"Nelson County",-,"502 - Nellysford",72,56,19,0,147
"Nelson County",-,"Ab - Central Absentee Precinct",8,9,2,0,19
"Nelson County",-,Provisional,0,1,0,0,1
"New Kent County",-,"102 - Tunstall",27,43,3,0,73
"New Kent County",-,"103 - Southern Branch",96,141,14,0,251
"New Kent County",-,"201 - Quinton",68,182,11,0,261
"New Kent County",-,"202 - Kentwood",52,92,6,0,150
"New Kent County",-,"301 - Watkins",38,97,6,0,141
"New Kent County",-,"302 - Cumberland",50,89,9,0,148
"New Kent County",-,"401 - Providence Forge",59,155,15,0,229
"New Kent County",-,"403 - Mountcastle",38,37,6,0,81
"New Kent County",-,"501 - Eltham",25,72,9,0,106
"New Kent County",-,"502 - Chickahominy River",62,108,10,0,180
"New Kent County",-,"Ab - Central Absentee Precinct",19,22,2,0,43
"New Kent County",-,Provisional,1,0,0,0,1
"Newport News City",-,"101 - Denbigh (CD 3)",47,45,36,0,128
"Newport News City",-,"102 - Epes (CD 3)",24,25,23,0,72
"Newport News City",-,"103 - Jenkins (CD 3)",53,81,19,0,153
"Newport News City",-,"104 - Mcintosh (CD 3)",10,21,10,0,41
"Newport News City",-,"105 - Oyster Point (CD 3)",13,21,12,0,46
